package_id,year,supplier_name,work_unit,procurement_method,procurement_type,is_partial_snapshot_year,split,baseline_score,baseline_rank,top_feature_1,top_feature_1_contribution,top_feature_2,top_feature_2_contribution,top_feature_3,top_feature_3_contribution
57740127,2024,PT. Ciriajasa Cipta Mandiri,"DINAS CIPTA KARYA, TATA RUANG DAN PERTANAHAN - 1.03.0.00.0.00.03.0000",Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,false,train,3878.78031246,1,supplier_prior_contract_share_year,13132.8411835,supplier_prior_work_unit_contract_share_year,6241.33393677,contract_to_hps_ratio,6.96642848896
61364127,2025,PT. KANTA KARYA UTAMA,UNIT PENGELOLA PRASARANA DAN SARANA PENDIDIKAN - 1.01.0.00.0.00.01.0039,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,false,train,2065.89794522,2,supplier_prior_contract_share_year,10323.6663533,hps_to_pagu_ratio,2.07646931044,log_contract_value,1.31691251823
10132051000,2026,PT. Asuransi Umum Bumiputera Muda 1967,BADAN PENGELOLAAN ASET DAERAH - 5.02.0.00.0.00.02.0000,Tender,Jasa Lainnya,true,evaluation,1832.85781141,3,supplier_prior_work_unit_contract_share_year,8745.41740128,supplier_prior_contract_share_year,409.5323196,procurement_type_code,4
10032258000,2025,PT. Asuransi Umum Bumiputera Muda 1967,BADAN PENGELOLAAN ASET DAERAH - 5.02.0.00.0.00.02.0000,Tender,Jasa Lainnya,false,train,1790.27873751,4,supplier_prior_work_unit_contract_share_year,8745.41740128,supplier_prior_contract_share_year,194.885017159,procurement_type_code,4
10120522000,2026,Danureksa Sarana Cipta,KABUPATEN ADMINISTRASI KEPULAUAN SERIBU - KEP. SERIBU - 7.01.0.00.0.00.06.0000,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,true,evaluation,1778.4470835,5,supplier_prior_work_unit_contract_share_year,8745.41740128,supplier_prior_contract_share_year,138.812101824,work_unit_supplier_hhi_prior_package_count_year,3.3724537986
10005226000,2025,CV.EMPAT PETULAI,UNIT PENGELOLA SAMPAH TERPADU - 2.11.0.00.0.00.01.0008,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,false,train,1776.7066858,6,supplier_prior_work_unit_contract_share_year,8745.41740128,supplier_prior_contract_share_year,131.091733448,work_unit_supplier_hhi_prior_package_count_year,3.3724537986
10036464000,2025,PT. SEWUN INDO KONSULTAN,KOTA ADMINISTRASI JAKARTA TIMUR - 7.01.0.00.0.00.05.0000,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,false,train,1764.66362953,7,supplier_prior_work_unit_contract_share_year,8745.41740128,supplier_prior_contract_share_year,62.1683179387,supplier_prior_package_count_year,11
10015639000,2025,PT. KRIDA KARYA ADVISORY,SUKU DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN KOTA ADMINISTRASI JAKARTA PUSAT - 1.04.0.00.0.00.01.0001,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,false,train,1761.23304855,8,supplier_prior_work_unit_contract_share_year,8745.41740128,supplier_prior_contract_share_year,53.7464791625,work_unit_supplier_hhi_prior_package_count_year,3.3724537986
59863127,2024,PT. Asuransi Sinar Mas,BADAN PENGELOLAAN ASET DAERAH - 5.02.0.00.0.00.02.0000,Tender,Jasa Lainnya,false,train,1756.20906646,9,supplier_prior_work_unit_contract_share_year,8745.41740128,supplier_prior_contract_share_year,21.7265132984,bid_submission_duration_days,6.52896391303
59552127,2024,PT.  CIRIA ADIJAYA MANDIRI,KABUPATEN ADMINISTRASI KEPULAUAN SERIBU - KEP. SERIBU - 7.01.0.00.0.00.06.0000,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,false,train,1751.62347844,10,supplier_prior_work_unit_contract_share_year,8745.41740128,hps_to_pagu_ratio,4.60471123957,supplier_prior_contract_share_year,3.72282588854
59824127,2024,PT. TURBA KALIMAL KONSULTAN,SUKU DINAS SUMBER DAYA AIR KOTA ADMINISTRASI JAKARTA UTARA - 1.03.0.00.0.00.02.0002,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,false,train,1750.92026235,11,supplier_prior_work_unit_contract_share_year,8745.41740128,work_unit_supplier_hhi_prior_package_count_year,3.3724537986,supplier_prior_contract_share_year,3.35470099122
10017778000,2025,PT. GRANITINDO CIPTA SEJATI,DINAS KESEHATAN - 1.02.0.00.0.00.01.0000,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,false,train,1334.98800514,12,supplier_prior_work_unit_contract_share_year,6618.0132117,supplier_prior_contract_share_year,50.1355419762,supplier_prior_package_count_year,4
61266127,2024,PT. ASURANSI UMUM BUMIPUTERA MUDA 1967,UNIT PENANGANAN SAMPAH BADAN AIR - 2.11.0.00.0.00.01.0010,Tender,Jasa Lainnya,false,train,1275.79481759,13,supplier_prior_work_unit_contract_share_year,6270.76935536,supplier_prior_contract_share_year,99.8221030102,procurement_type_code,4
10016301000,2025,PT JAYA CONSTRUCTION MANAGEMENT MANGGALA PRATAMA,"DINAS CIPTA KARYA, TATA RUANG DAN PERTANAHAN - 1.03.0.00.0.00.03.0000",Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,false,train,1257.13350538,14,supplier_prior_work_unit_contract_share_year,5643.26821583,supplier_prior_contract_share_year,638.895235118,log_contract_value,1.26049386789
10094279000,2025,PT. NAKSYABANDIA SEJATI UTAMA,SUKU DINAS PARIWISATA DAN EKONOMI KREATIF KABUPATEN - KEP. SERIBU - 3.26.0.00.0.00.01.0006,Tender,Jasa Lainnya,false,train,997.925308661,15,supplier_prior_work_unit_contract_share_year,4972.32726314,supplier_prior_contract_share_year,9.8569896497,procurement_type_code,4
57655127,2024,AGRINAS PANGAN NUSANTARA (PERSERO),UNIT PENGELOLA PRASARANA DAN SARANA PENDIDIKAN - 1.01.0.00.0.00.01.0039,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,false,train,982.453764226,16,supplier_prior_work_unit_contract_share_year,4547.39554386,supplier_prior_contract_share_year,294.158097698,hps_to_pagu_ratio,63.1880261659
59676127,2024,PT. NINDYA KARYA (Persero),DINAS SUMBER DAYA AIR - 1.03.0.00.0.00.02.0000,Tender,Pekerjaan Konstruksi,false,train,897.45298466,17,supplier_prior_work_unit_contract_share_year,3669.15395345,supplier_prior_contract_share_year,804.059913565,procurement_type_code,5
10013305000,2025,PT. BAHANA NUSANTARA,SUKU DINAS SOSIAL KOTA ADMINISTRASI JAKARTA UTARA - 1.06.0.00.0.00.01.0002,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,false,train,886.908761033,18,supplier_prior_work_unit_contract_share_year,4419.44904832,bid_submission_duration_days,6.62440568851,supplier_prior_contract_share_year,6.12136963546
59654127,2024,PT. SUMBER BAYAK KREASI,BADAN PENDAPATAN DAERAH - 5.02.0.00.0.00.03.0000,Tender,Pekerjaan Konstruksi,false,train,879.033792197,19,supplier_prior_work_unit_contract_share_year,4121.13442144,supplier_prior_contract_share_year,264.06550857,procurement_type_code,5
10086485000,2025,"PT. Jaya Konstruksi Manggala Pratama, Tbk",DINAS SUMBER DAYA AIR - 1.03.0.00.0.00.02.0000,Tender,Pekerjaan Konstruksi,false,train,878.877937481,20,supplier_prior_contract_share_year,2537.00973421,supplier_prior_work_unit_contract_share_year,1841.03548803,bid_submission_duration_days,7.4247302972
59415127,2024,PT.BALQIS MANDIRI KONSULTAN,SUKU DINAS SUMBER DAYA AIR KABUPATEN ADMINISTRASI KEPULAUAN SERIBU - 1.03.0.00.0.00.02.0006,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,false,train,878.215947028,21,supplier_prior_work_unit_contract_share_year,4381.75628796,supplier_prior_contract_share_year,5.93397573976,work_unit_supplier_hhi_prior_package_count_year,1.34898151936
10086508000,2025,PT ADHI KARYA (Persero) Tbk,DINAS SUMBER DAYA AIR - 1.03.0.00.0.00.02.0000,Tender,Pekerjaan Konstruksi,false,train,777.97051331,22,supplier_prior_contract_share_year,3869.7937492,bid_submission_duration_days,7.4247302972,procurement_type_code,5
10097213000,2025,PT ADHI KARYA (Persero) Tbk,DINAS SUMBER DAYA AIR - 1.03.0.00.0.00.02.0000,Tender,Pekerjaan Konstruksi,false,train,768.417353491,23,supplier_prior_contract_share_year,3113.6160416,supplier_prior_work_unit_contract_share_year,700.719282596,hps_to_pagu_ratio,18.2934312166
10016537000,2025,PT. ALOCITA MANDIRI,UNIT PENGELOLA SAMPAH TERPADU - 2.11.0.00.0.00.01.0008,Seleksi,Jasa Konsultansi Badan Usaha Non Konstruksi,false,train,751.069975022,24,supplier_prior_work_unit_contract_share_year,3686.02126623,supplier_prior_contract_share_year,61.2795198153,bid_submission_duration_days,6.04908906437
10087308000,2025,PT BRANTAS ABIPRAYA (Persero),DINAS SUMBER DAYA AIR - 1.03.0.00.0.00.02.0000,Tender,Pekerjaan Konstruksi,false,train,726.380202444,25,supplier_prior_contract_share_year,2475.64161388,supplier_prior_work_unit_contract_share_year,1143.28413074,procurement_type_code,5
10120117000,2026,Andalas Indah Rekatama,SUKU DINAS BINA MARGA KOTA - JAKTIM - 1.03.0.00.0.00.01.0005,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,true,evaluation,671.269140532,26,supplier_prior_work_unit_contract_share_year,3117.92778559,supplier_prior_contract_share_year,231.852266297,supplier_prior_package_count_year,4
10079505000,2025,Ernst & Young Indonesia,BADAN PEMBINAAN BADAN USAHA MILIK DAERAH - 5.02.0.00.0.00.05.0000,Seleksi,Jasa Konsultansi Badan Usaha Non Konstruksi,false,train,639.52884648,27,supplier_prior_work_unit_contract_share_year,3154.78682345,supplier_prior_contract_share_year,26.7346251438,hps_to_pagu_ratio,12.0086684971
10125472000,2026,PT. ALFRIZ AULIATAMA,SUKU DINAS KESEHATAN KOTA ADMINISTRASI JAKARTA BARAT - 1.02.0.00.0.00.01.0003,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,true,evaluation,634.855801659,28,supplier_prior_work_unit_contract_share_year,2900.56213007,supplier_prior_contract_share_year,266.353445994,supplier_prior_package_count_year,5
59501127,2024,PT. WAHANA PRAKARSA UTAMA,DINAS BINA MARGA - 1.03.0.00.0.00.01.0000,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,false,train,626.0161329,29,supplier_prior_work_unit_contract_share_year,3109.74197171,supplier_prior_contract_share_year,9.55504645771,hps_to_pagu_ratio,8.78364633385
10015642000,2025,ARIHTA TEKNIK PERSADA JAKARTA,DINAS PEMUDA DAN OLAHRAGA - 2.19.0.00.0.00.01.0000,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,false,train,600.25658089,30,supplier_prior_work_unit_contract_share_year,2811.47935644,supplier_prior_contract_share_year,179.437181687,bid_submission_duration_days,8.25598017393
10086518000,2025,PT. NINDYA KARYA (Persero),DINAS SUMBER DAYA AIR - 1.03.0.00.0.00.02.0000,Tender,Pekerjaan Konstruksi,false,train,597.117200158,31,supplier_prior_contract_share_year,1784.72456007,supplier_prior_work_unit_contract_share_year,1184.31198052,bid_submission_duration_days,7.4247302972
10091302000,2025,PT BRANTAS ABIPRAYA (Persero),DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN - 1.04.0.00.0.00.01.0000,Tender,Pekerjaan Konstruksi,false,train,596.299233514,32,supplier_prior_contract_share_year,2955.7030015,hps_to_pagu_ratio,11.4319411256,procurement_type_code,5
10065358000,2025,PT BRANTAS ABIPRAYA (Persero),DINAS SUMBER DAYA AIR - 1.03.0.00.0.00.02.0000,Tender,Pekerjaan Konstruksi,false,train,582.558243079,33,supplier_prior_contract_share_year,2126.64391167,supplier_prior_work_unit_contract_share_year,770.201194449,bid_submission_duration_days,7.4247302972
59674127,2024,PT. Rudian Hanskoji Konsultan,DINAS BINA MARGA - 1.03.0.00.0.00.01.0000,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,false,train,570.905179098,34,supplier_prior_work_unit_contract_share_year,2829.8199817,supplier_prior_contract_share_year,13.9584048301,hps_to_pagu_ratio,5.7475089555
59248127,2024,PT. ALOCITA MANDIRI,DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN - 1.04.0.00.0.00.01.0000,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,false,train,561.581327424,35,supplier_prior_work_unit_contract_share_year,2799.41688705,supplier_prior_contract_share_year,5.2355949143,tender_duration_days,1.25415515368
10078285000,2025,PT. Zakafa Tunas Cipta,UNIT PENGELOLA TERMINAL ANGKUTAN JALAN - 2.15.0.00.0.00.01.0006,Seleksi,Jasa Konsultansi Badan Usaha Non Konstruksi,false,train,514.116911084,36,supplier_prior_work_unit_contract_share_year,2555.38832452,supplier_prior_contract_share_year,9.83331583943,supplier_prior_package_count_year,3
10087340000,2025,PT. Pembangunan Perumahan (Persero)  Tbk,DINAS SUMBER DAYA AIR - 1.03.0.00.0.00.02.0000,Tender,Pekerjaan Konstruksi,false,train,510.300983312,37,supplier_prior_contract_share_year,1527.26642449,supplier_prior_work_unit_contract_share_year,1011.6640273,procurement_type_code,5
10063513000,2025,PT. NINDYA KARYA (Persero),DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN - 1.04.0.00.0.00.01.0000,Tender,Pekerjaan Konstruksi,false,train,504.36478277,38,supplier_prior_contract_share_year,2493.65287463,hps_to_pagu_ratio,14.9952575324,procurement_type_code,5
59642127,2024,PT. WAHANA PRAKARSA UTAMA,SUKU DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN KOTA ADMINISTRASI JAKARTA UTARA - 1.04.0.00.0.00.01.0002,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,false,train,499.473543955,39,supplier_prior_work_unit_contract_share_year,2473.63881514,supplier_prior_contract_share_year,16.7289046385,supplier_prior_package_count_year,5
59249127,2024,PT. CATUR EKA CIPTA,DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN - 1.04.0.00.0.00.01.0000,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,false,train,478.474834395,40,supplier_prior_work_unit_contract_share_year,2383.78561484,supplier_prior_contract_share_year,5.33440198244,tender_duration_days,1.25415515368
10062771000,2025,Danureksa Sarana Cipta,SUKU DINAS LINGKUNGAN HIDUP KOTA ADMINISTRASI JAKARTA UTARA - 2.11.0.00.0.00.01.0002,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,false,train,467.528652336,41,supplier_prior_work_unit_contract_share_year,2269.40315062,supplier_prior_contract_share_year,51.3790023001,supplier_prior_package_count_year,15
10108550000,2026,CEMARA MUTO SEMESTA,SUKU DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN KOTA ADMINISTRASI JAKARTA TIMUR - 1.04.0.00.0.00.01.0005,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,true,evaluation,448.910328406,42,supplier_prior_work_unit_contract_share_year,2148.83180988,supplier_prior_contract_share_year,92.7198321498,partial_snapshot_year_flag,1
10112221000,2026,PT. HARDJA MOEKTI CONSULTANT,DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN - 1.04.0.00.0.00.01.0000,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,true,evaluation,441.892945259,43,supplier_prior_work_unit_contract_share_year,1876.52105897,supplier_prior_contract_share_year,327.378016557,supplier_prior_package_count_year,2
59644127,2024,PT. Bina Jasindo Sainstek,SUKU DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN KOTA ADMINISTRASI JAKARTA UTARA - 1.04.0.00.0.00.01.0002,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,false,train,439.607361199,44,supplier_prior_work_unit_contract_share_year,2184.86886684,supplier_prior_contract_share_year,7.16793915774,supplier_prior_package_count_year,4
10026743000,2025,PT BRANTAS ABIPRAYA (Persero),UNIT PENGELOLA PRASARANA DAN SARANA PENDIDIKAN - 1.01.0.00.0.00.01.0039,Tender,Pekerjaan Konstruksi,false,train,438.752599956,45,supplier_prior_contract_share_year,2164.49596804,hps_to_pagu_ratio,14.5811121536,evaluation_duration_days,5.36367268007
10101042000,2026,PT. SEWUN INDO KONSULTAN,SUKU DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN KOTA ADMINISTRASI JAKARTA SELATAN - 1.04.0.00.0.00.01.0004,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,true,evaluation,437.653568092,46,supplier_prior_work_unit_contract_share_year,2037.22319704,supplier_prior_contract_share_year,146.353847593,hps_to_pagu_ratio,2.37647192936
59373127,2024,PT. Rudian Hanskoji Konsultan,DINAS BINA MARGA - 1.03.0.00.0.00.01.0000,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,false,train,433.159920891,47,supplier_prior_work_unit_contract_share_year,2142.73116062,supplier_prior_contract_share_year,16.0886233366,bid_submission_duration_days,2.9458983764
10007784000,2025,PT. BAYU BERLIAN MANDIRI,KOTA ADMINISTRASI JAKARTA BARAT - 7.01.0.00.0.00.03.0000,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,false,train,413.713493998,48,supplier_prior_work_unit_contract_share_year,1775.31303609,supplier_prior_contract_share_year,159.22734616,hps_to_pagu_ratio,130.688597659
10122422000,2026,PT. ALFRIZ AULIATAMA,UNIT PENGELOLA SAMPAH TERPADU - 2.11.0.00.0.00.01.0008,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,true,evaluation,410.251565763,49,supplier_prior_work_unit_contract_share_year,1805.06597193,supplier_prior_contract_share_year,240.612041584,supplier_prior_package_count_year,3
10117122000,2026,PT. BUMI MADANI,DINAS BINA MARGA - 1.03.0.00.0.00.01.0000,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,true,evaluation,405.596472248,50,supplier_prior_work_unit_contract_share_year,1361.03364187,supplier_prior_contract_share_year,531.922808547,hps_to_pagu_ratio,126.025910824
10091309000,2025,PT. Pembangunan Perumahan (Persero)  Tbk,DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN - 1.04.0.00.0.00.01.0000,Tender,Pekerjaan Konstruksi,false,train,402.555854767,51,supplier_prior_contract_share_year,1980.53922893,hps_to_pagu_ratio,18.4469616647,procurement_type_code,5
10118131000,2026,PT. BUMI MADANI,SUKU DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN KOTA ADMINISTRASI JAKARTA TIMUR - 1.04.0.00.0.00.01.0005,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,true,evaluation,386.837614823,52,supplier_prior_work_unit_contract_share_year,1551.77815325,supplier_prior_contract_share_year,375.409920867,supplier_prior_package_count_year,5
10065336000,2025,PT BRANTAS ABIPRAYA (Persero),DINAS SUMBER DAYA AIR - 1.03.0.00.0.00.02.0000,Tender,Pekerjaan Konstruksi,false,train,373.171199113,53,supplier_prior_contract_share_year,1846.08180072,bid_submission_duration_days,7.4247302972,procurement_type_code,5
10064947000,2025,"PT. Jaya Konstruksi Manggala Pratama, Tbk",DINAS SUMBER DAYA AIR - 1.03.0.00.0.00.02.0000,Tender,Pekerjaan Konstruksi,false,train,373.104901908,54,supplier_prior_contract_share_year,1845.6366555,bid_submission_duration_days,7.40873446886,procurement_type_code,5
10025909000,2025,PT. Gumilang Sajati,SUKU DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN KOTA ADMINISTRASI JAKARTA UTARA - 1.04.0.00.0.00.01.0002,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,false,train,362.416502974,55,supplier_prior_work_unit_contract_share_year,1802.89716613,supplier_prior_contract_share_year,6.3493067852,supplier_prior_package_count_year,1
10117125000,2026,PT. DUTA CIPTA CONSULTINDO,DINAS BINA MARGA - 1.03.0.00.0.00.01.0000,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,true,evaluation,360.507412487,56,supplier_prior_work_unit_contract_share_year,1618.12637216,hps_to_pagu_ratio,128.57684129,supplier_prior_contract_share_year,52.2388715978
10131179000,2026,PT.Elsadai Servo Cons,DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN - 1.04.0.00.0.00.01.0000,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,true,evaluation,354.815498427,57,supplier_prior_work_unit_contract_share_year,1391.1643089,supplier_prior_contract_share_year,377.921120005,hps_to_pagu_ratio,2.94545472299
10065368000,2025,PT. Pembangunan Perumahan (Persero)  Tbk,DINAS SUMBER DAYA AIR - 1.03.0.00.0.00.02.0000,Tender,Pekerjaan Konstruksi,false,train,346.804510777,58,supplier_prior_contract_share_year,1100.77855004,supplier_prior_work_unit_contract_share_year,617.194544434,bid_submission_duration_days,7.4247302972
10008064000,2025,PT. Agrinas Jaladri Nusantara (Persero),"DINAS CIPTA KARYA, TATA RUANG DAN PERTANAHAN - 1.03.0.00.0.00.03.0000",Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,false,train,345.375066841,59,supplier_prior_contract_share_year,1702.71577737,contract_to_hps_ratio,10.6493304829,savings_to_hps_ratio,10.6493304829
10013286000,2025,Danureksa Sarana Cipta,UNIT PENGELOLA SAMPAH TERPADU - 2.11.0.00.0.00.01.0008,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,false,train,315.742709765,60,supplier_prior_work_unit_contract_share_year,1186.47355473,supplier_prior_contract_share_year,317.657579727,hps_to_pagu_ratio,69.5824143658
59891127,2024,Danureksa Sarana Cipta,SUKU DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN KOTA ADMINISTRASI JAKARTA PUSAT - 1.04.0.00.0.00.01.0001,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,false,train,311.344920643,61,supplier_prior_work_unit_contract_share_year,1534.96594884,hps_to_pagu_ratio,13.3074418169,supplier_prior_contract_share_year,4.45121255545
59609127,2024,PT. Bina Jasindo Sainstek,SUKU DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN KOTA ADMINISTRASI JAKARTA PUSAT - 1.04.0.00.0.00.01.0001,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,false,train,307.230600638,62,supplier_prior_work_unit_contract_share_year,1521.32723515,hps_to_pagu_ratio,6.0772813709,supplier_prior_contract_share_year,5.65838977018
10064982000,2025,PT. MODERN WIDYA TEHNICAL,DINAS SUMBER DAYA AIR - 1.03.0.00.0.00.02.0000,Tender,Pekerjaan Konstruksi,false,train,290.024137419,63,supplier_prior_contract_share_year,1430.30125408,bid_submission_duration_days,7.4247302972,procurement_type_code,5
60061127,2024,PT. CITRA PRASASTI KONSORINDO,RUMAH SAKIT UMUM DAERAH PASAR MINGGU - 1.02.0.00.0.00.01.0063,Tender,Pekerjaan Konstruksi Terintegrasi,false,train,277.631774501,64,supplier_prior_contract_share_year,1364.09306603,hps_to_pagu_ratio,8.86820521107,procurement_type_code,6
10031126000,2025,PT. ALOCITA MANDIRI,SUKU DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN KOTA ADMINISTRASI JAKARTA TIMUR - 1.04.0.00.0.00.01.0005,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,false,train,265.759174732,65,supplier_prior_work_unit_contract_share_year,1290.43512999,supplier_prior_contract_share_year,32.4996349099,supplier_prior_package_count_year,4
10055508000,2025,PT. BAYU BERLIAN MANDIRI,KOTA ADMINISTRASI JAKARTA TIMUR - 7.01.0.00.0.00.05.0000,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,false,train,263.190587661,66,supplier_prior_work_unit_contract_share_year,1283.21038938,supplier_prior_contract_share_year,23.0880893923,supplier_prior_package_count_year,7
10112216000,2026,PT. BUMI MADANI,DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN - 1.04.0.00.0.00.01.0000,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,true,evaluation,253.404112391,67,supplier_prior_work_unit_contract_share_year,1004.95358545,supplier_prior_contract_share_year,256.501325733,supplier_prior_package_count_year,3
10048842000,2025,PT. ALFRIZ AULIATAMA,UNIT PENGELOLA SAMPAH TERPADU - 2.11.0.00.0.00.01.0008,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,false,train,238.803374491,68,supplier_prior_work_unit_contract_share_year,1138.83763958,supplier_prior_contract_share_year,42.1802290028,supplier_prior_package_count_year,11
10115336000,2026,PT. DAYACIPTA KREASI BERSAMA,DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN - 1.04.0.00.0.00.01.0000,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,true,evaluation,225.368806314,69,supplier_prior_work_unit_contract_share_year,973.796731138,supplier_prior_contract_share_year,146.48164966,supplier_prior_package_count_year,3
59447127,2024,PT. GRANITINDO CIPTA SEJATI,BADAN PENDAPATAN DAERAH - 5.02.0.00.0.00.03.0000,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,false,train,221.267687989,70,supplier_prior_work_unit_contract_share_year,1049.47741409,hps_to_pagu_ratio,35.4845806465,supplier_prior_contract_share_year,12.6504718789
10115338000,2026,PT. GRANITINDO CIPTA SEJATI,DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN - 1.04.0.00.0.00.01.0000,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,true,evaluation,215.216379976,71,supplier_prior_work_unit_contract_share_year,938.939828905,supplier_prior_contract_share_year,133.5764202,hps_to_pagu_ratio,1.56565077399
10112211000,2026,PT. HARDJA MOEKTI CONSULTANT,DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN - 1.04.0.00.0.00.01.0000,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,true,evaluation,197.905916651,72,supplier_prior_work_unit_contract_share_year,871.936863334,supplier_prior_contract_share_year,114.027069148,hps_to_pagu_ratio,1.56565077399
10119039000,2026,PT. DAYACIPTA KREASI BERSAMA,DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN - 1.04.0.00.0.00.01.0000,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,true,evaluation,195.965742398,73,supplier_prior_work_unit_contract_share_year,890.90532386,supplier_prior_contract_share_year,85.9233881273,partial_snapshot_year_flag,1
10080100000,2025,PT ADHI KARYA (Persero) Tbk,"DINAS CIPTA KARYA, TATA RUANG DAN PERTANAHAN - 1.03.0.00.0.00.03.0000",Tender,Pekerjaan Konstruksi,false,train,189.985048182,74,supplier_prior_contract_share_year,931.257678301,procurement_type_code,5,log_contract_value,4.76840483232
10086510000,2025,PT. NINDYA KARYA (Persero),DINAS SUMBER DAYA AIR - 1.03.0.00.0.00.02.0000,Tender,Pekerjaan Konstruksi,false,train,185.785279965,75,supplier_prior_contract_share_year,908.770584235,bid_submission_duration_days,7.4247302972,procurement_type_code,5
10055517000,2025,PT. BUMI MADANI,KOTA ADMINISTRASI JAKARTA TIMUR - 7.01.0.00.0.00.05.0000,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,false,train,175.139468566,76,supplier_prior_work_unit_contract_share_year,802.261887646,supplier_prior_contract_share_year,54.6383554517,supplier_prior_package_count_year,16
10119046000,2026,Andalas Indah Rekatama,DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN - 1.04.0.00.0.00.01.0000,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,true,evaluation,172.055725899,77,supplier_prior_work_unit_contract_share_year,663.488250532,supplier_prior_contract_share_year,191.790378964,supplier_prior_package_count_year,3
10011478000,2025,PT. Ciriajasa Cipta Mandiri,"DINAS CIPTA KARYA, TATA RUANG DAN PERTANAHAN - 1.03.0.00.0.00.03.0000",Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,false,train,153.935384838,78,supplier_prior_contract_share_year,730.225107702,hps_to_pagu_ratio,11.9607835434,contract_to_hps_ratio,11.3580333089
